1_bromobutane,-4.16,170.895
1_bromopentane,-4.68,195.236
1_bromopropane,-3.42,146.515
1_chloropropane,-3.06,141.22
1_nitrobutane,-5.11,178.534
1_nitropropane,-4.44,154.175
11_difluoroethane,-1.13,111.017
111_trichloroethane,-3.69,150.666
111_trifluoropropan_2_ol,-5.12,148.112
112_trichloro_122_trifluoroethane,-2.54,165.863
112_trichloroethane,-4.53,152.134
12_dichlorobenzene,-6.01,177.351
12_dimethoxyethane,-4.55,172.971
12_ethanediol,-7.44,120.061
14_dichlorobenzene,-5.67,179.616
14_dioxane,-4.89,146.316
2_bromopropane,-3.4,144.337
2_chloropropane,-2.84,139.309
2_ethylpyrazine,-6.4,178.618
2_iodopropane,-4.4,151.386
2_methoxyethanol,-5.83,147.731
2_methylpropan_2_ol,-4.78,152.4
2_methylpropane,-1.45,143.412
2_methylpropene,-2.03,135.592
2_methylpyrazine,-5.87,154.478
2_methylpyridine,-6.14,160.826
2_nitropropane,-4.23,151.728
22_dimethylpropane,-1.74,161.575
222_trifluoroethanol,-4.81,128.755
3_methylpyridine,-6.4,160.369
33_dimethylbutan_2_one,-4.53,182.894
4_bromophenol,-10.59,177.412
4_ethylpyridine,-7.8,181.812
4_hydroxybenzaldehyde,-12.36,178.958
4_methylpyridine,-6.6,160.244
4_nitroaniline,-11.35,188.041
acetic_acid,-6.35,111.87
acetonitrile,-3.15,96.412
acetophenone,-6.74,188.909
aniline,-6.71,159.079
anisole,-5.47,176.496
anthracene,-10.47,246.703
benzaldehyde,-6.13,168.078
benzamide,-11.77,182.384
benzene,-3.72,142.845
benzonitrile,-6.09,166.898
bromobenzene,-5.46,166.377
bromoethane,-2.9,122.031
bromomethane,-2.43,96.737
bromotrifluoromethane,-0.75,116.521
but_1_ene,-1.89,134.705
butan_1_ol,-5.71,158.978
butanoic_acid,-7.58,160.091
butanone,-3.78,148.104
butanone,-4.62,149.908
butanenitrile,-4.25,144.608
chlorobenzene,-5,161.211
chloroethane,-2.58,116.749
cyclohexane,-3.46,167.066
cyclopentane,-2.65,149.472
cyclopentanone,-5.01,153.149
cyclopropane,-1.6,108.805
decan_1_ol,-9.88,305.19
dibromomethane,-4.18,121.687
dichloromethane,-3.07,110.953
diethyl_ether,-2.89,156.159
diethyl_sulfide,-4.09,172.471
diethylamine,-4.75,157.896
diiodomethane,-5.63,136.531
dimethyl_disulfide,-4.24,147.489
dimethyl_ether,-2.06,109.24
ethane,-0.64,97.41
ethanol,-4.36,110.185
ethene,-0.27,87.417
ethyl_acetate,-4.06,162.605
ethyl_phenyl_ether,-5.65,202.263
ethylamine,-4.09,115.505
ethylbenzene,-5.08,190.451
fluorobenzene,-3.87,149.511
formaldehyde,-3.23,73.972
heptan_1_ol,-7.75,231.66
heptan_2_one,-5.65,221.323
hex_1_ene,-2.94,186.839
hex_1_yne,-3.43,179.158
hexan_1_ol,-7.06,207.282
hexan_2_one,-5.02,196.934
hexanoic_acid,-8.82,208.827
hydrazine,-3.44,83.445
iodobenzene,-6.18,173.613
iodoethane,-3.45,129.312
iodomethane,-3.07,104.254
m_cresol,-8.2,177.442
m_xylene,-5.25,190.028
methane,0.51,70.146
methanol,-3.87,84.309
methyl_acetate,-3.54,136.765
methyl_benzoate,-7.26,202.517
methyl_butanoate,-4.59,184.957
methyl_formate,-2.82,111.342
methyl_isopropyl_ether,-4.64,154.908
methyl_pentanoate,-5.13,209.323
methyl_propanoate,-4.06,160.493
methyl_propyl_ether,-3.63,159.523
methylamine,-3.78,90.362
morpholine,-5.99,151.543
n_butane,-1.86,146.356
n_butyl_acetate,-4.96,211.484
n_butylamine,-5.33,164.243
n_heptane,-3.74,219.446
n_hexane,-3.01,195.095
N_methylaniline,-6.94,181.419
n_octane,-4.18,243.846
n_pentane,-2.45,170.711
n_propanethiol,-3.52,147.148
n_propyl_acetate,-4.55,187.055
n_propylamine,-4.77,139.805
naphthalene,-6.97,194.789
nitrobenzene,-6.63,171.855
nitroethane,-3.93,129.71
nitromethane,-3.51,106.242
NN_dimethylformamide,-6.14,139.411
o_cresol,-8.49,175.327
o_xylene,-5.07,184.859
octan_1_ol,-8.13,256.024
octan_2_one,-6.38,245.69
p_cresol,-8.84,177.686
p_xylene,-5.19,190.215
pent_1_yne,-2.79,152.828
pentan_1_ol,-6.4,182.924
pentan_2_one,-4.35,172.595
pentan_3_one,-4.36,171.504
pentanoic_acid,-8.22,184.471
phenol,-8.69,153.746
piperazine,-5.8,156.77
piperidine,-6.27,161.954
propan_1_ol,-5.02,134.556
propane,-1.26,121.963
propanoic_acid,-6.86,135.63
propanone,-3.15,124.665
propene,-1.14,112.853
propionaldehyde,-4.13,124.289
propyne,-1.59,104.744
pyridine,-5.34,136.379
pyrrole,-5.28,124.818
quinoline,-8.43,189.452
tetrachloroethene,-4.24,159.434
tetrafluoromethane,1.5,98.424
tetrahydrofuran,-3.93,138.291
tetrahydropyran,-4.21,156.833
thiophene,-3.89,129.904
thiophenol,-5.99,166.053
toluene,-4.55,166.45
tribromomethane,-5.62,144.86
trichloroethene,-3.75,143.354
trichloromethane,-3.81,129.197
triethyl_phosphate,-8.88,272.981
trimethyl_phosphate,-7.81,195.858
trimethylamine,-3.6,135.848
